metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2004,"Fairfield County",CT,us-ct-001,0.05300005605835
Metropolitan,2004,"Hartford County",CT,us-ct-003,0.06700004376942
Metropolitan,2004,"Middlesex County",CT,us-ct-007,0.05600026654894
Metropolitan,2004,"New Haven County",CT,us-ct-009,0.06700008849006
Metropolitan,2004,"New London County",CT,us-ct-011,0.06600022602817
Metropolitan,2004,"Tolland County",CT,us-ct-013,0.054
Metropolitan,2004,"Anchorage Municipality",AK,us-ak-020,0.05200014759292
Metropolitan,2004,"Fairbanks North Star Borough",AK,us-ak-090,0.048
Metropolitan,2004,"Matanuska-Susitna Borough",AK,us-ak-170,0.0590011089662
Metropolitan,2004,"Autauga County",AL,us-al-001,0.075000759117
Metropolitan,2004,"Bibb County",AL,us-al-007,0.068
Metropolitan,2004,"Blount County",AL,us-al-009,0.0700010119409
Metropolitan,2004,"Calhoun County",AL,us-al-015,0.08600075258245
Metropolitan,2004,"Chilton County",AL,us-al-021,0.06900127098803
Metropolitan,2004,"Colbert County",AL,us-al-033,0.07800044151193
Metropolitan,2004,"Elmore County",AL,us-al-051,0.06400046391155
Metropolitan,2004,"Etowah County",AL,us-al-055,0.07600057418016
Metropolitan,2004,"Geneva County",AL,us-al-061,0.07300261096606
Metropolitan,2004,"Greene County",AL,us-al-063,0.0880059970015
Metropolitan,2004,"Hale County",AL,us-al-065,0.07700197238659
Metropolitan,2004,"Henry County",AL,us-al-067,0.07400487408611
Metropolitan,2004,"Houston County",AL,us-al-069,0.07600042138848
Metropolitan,2004,"Jefferson County",AL,us-al-073,0.07700014667088
Metropolitan,2004,"Lauderdale County",AL,us-al-077,0.06600003039375
Metropolitan,2004,"Lawrence County",AL,us-al-079,0.06900119379228
Metropolitan,2004,"Lee County",AL,us-al-081,0.05800058292043
Metropolitan,2004,"Limestone County",AL,us-al-083,0.06500110103497
Metropolitan,2004,"Lowndes County",AL,us-al-085,0.08400178253119
Metropolitan,2004,"Madison County",AL,us-al-089,0.06500016520266
Metropolitan,2004,"Mobile County",AL,us-al-097,0.07900019681165
Metropolitan,2004,"Montgomery County",AL,us-al-101,0.09000018983377
Metropolitan,2004,"Morgan County",AL,us-al-103,0.07000024415851
Metropolitan,2004,"Russell County",AL,us-al-113,0.08300214438885
Metropolitan,2004,"Shelby County",AL,us-al-117,0.05600013679423
Metropolitan,2004,"St. Clair County",AL,us-al-115,0.07000038824397
Metropolitan,2004,"Tuscaloosa County",AL,us-al-125,0.06600001635283
Metropolitan,2004,"Walker County",AL,us-al-127,0.08600015572686
Metropolitan,2004,"Benton County",AR,us-ar-007,0.05700030238887
Metropolitan,2004,"Cleveland County",AR,us-ar-025,0.06800569349992
Metropolitan,2004,"Craighead County",AR,us-ar-031,0.06000063678044
Metropolitan,2004,"Crawford County",AR,us-ar-033,0.06100037608123
Metropolitan,2004,"Crittenden County",AR,us-ar-035,0.07100017639795
Metropolitan,2004,"Faulkner County",AR,us-ar-045,0.06000059509641
Metropolitan,2004,"Franklin County",AR,us-ar-047,0.06600306278714
Metropolitan,2004,"Garland County",AR,us-ar-051,0.0760001707869
Metropolitan,2004,"Grant County",AR,us-ar-053,0.06200381073357
Metropolitan,2004,"Jefferson County",AR,us-ar-069,0.08200125972456
Metropolitan,2004,"Lincoln County",AR,us-ar-079,0.06400506970849
Metropolitan,2004,"Lonoke County",AR,us-ar-085,0.06200024603272
Metropolitan,2004,"Madison County",AR,us-ar-087,0.06600189933523
Metropolitan,2004,"Miller County",AR,us-ar-091,0.07900103640801
Metropolitan,2004,"Perry County",AR,us-ar-105,0.07400530503979
Metropolitan,2004,"Poinsett County",AR,us-ar-111,0.07700386954118
Metropolitan,2004,"Pulaski County",AR,us-ar-119,0.06800006018703
Metropolitan,2004,"Saline County",AR,us-ar-125,0.07100029136189
Metropolitan,2004,"Sebastian County",AR,us-ar-131,0.07000059322537
Metropolitan,2004,"Washington County",AR,us-ar-143,0.05700030238887
Metropolitan,2004,"Coconino County",AZ,us-az-005,0.05
Metropolitan,2004,"Maricopa County",AZ,us-az-013,0.06000001621852
Metropolitan,2004,"Pima County",AZ,us-az-019,0.06100004895075
Metropolitan,2004,"Pinal County",AZ,us-az-021,0.0900001254532
Metropolitan,2004,"Yavapai County",AZ,us-az-025,0.0670000478865
Metropolitan,2004,"Yuma County",AZ,us-az-027,0.07
Metropolitan,2004,"Alameda County",CA,us-ca-001,0.05900004743608
Metropolitan,2004,"Butte County",CA,us-ca-007,0.06800035598952
Metropolitan,2004,"Contra Costa County",CA,us-ca-013,0.06400007868805
Metropolitan,2004,"El Dorado County",CA,us-ca-017,0.07300036047583
Metropolitan,2004,"Fresno County",CA,us-ca-019,0.06300009572058
Metropolitan,2004,"Imperial County",CA,us-ca-025,0.06500014915133
Metropolitan,2004,"Kern County",CA,us-ca-029,0.07200001649532
Metropolitan,2004,"Kings County",CA,us-ca-031,0.05200016130333
Metropolitan,2004,"Los Angeles County",CA,us-ca-037,0.05800000523464
Metropolitan,2004,"Madera County",CA,us-ca-039,0.0640005114926
Metropolitan,2004,"Marin County",CA,us-ca-041,0.0650003143402
Metropolitan,2004,"Merced County",CA,us-ca-047,0.05900015519254
Metropolitan,2004,"Monterey County",CA,us-ca-053,0.057000098732
Metropolitan,2004,"Napa County",CA,us-ca-055,0.0680004178855
Metropolitan,2004,"Orange County",CA,us-ca-059,0.0630000033491
Metropolitan,2004,"Placer County",CA,us-ca-061,0.06
Metropolitan,2004,"Riverside County",CA,us-ca-065,0.06200003303941
Metropolitan,2004,"Sacramento County",CA,us-ca-067,0.06600005273844
Metropolitan,2004,"San Benito County",CA,us-ca-069,0.0580001630745
Metropolitan,2004,"San Bernardino County",CA,us-ca-071,0.06100000318513
Metropolitan,2004,"San Diego County",CA,us-ca-073,0.05700000477311
Metropolitan,2004,"San Francisco County",CA,us-ca-075,0.06600003103036
Metropolitan,2004,"San Joaquin County",CA,us-ca-077,0.0630000138492
Metropolitan,2004,"San Luis Obispo County",CA,us-ca-079,0.0650001548483
Metropolitan,2004,"San Mateo County",CA,us-ca-081,0.0620000384032
Metropolitan,2004,"Santa Barbara County",CA,us-ca-083,0.06200016719146
Metropolitan,2004,"Santa Clara County",CA,us-ca-085,0.0710000254257
Metropolitan,2004,"Santa Cruz County",CA,us-ca-087,0.05900020992685
Metropolitan,2004,"Shasta County",CA,us-ca-089,0.07700003877923
Metropolitan,2004,"Solano County",CA,us-ca-095,0.06400011060723
Metropolitan,2004,"Sonoma County",CA,us-ca-097,0.06400009300649
Metropolitan,2004,"Stanislaus County",CA,us-ca-099,0.06900000909331
Metropolitan,2004,"Sutter County",CA,us-ca-101,0.06600096206479
Metropolitan,2004,"Tulare County",CA,us-ca-107,0.06300022550947
Metropolitan,2004,"Ventura County",CA,us-ca-111,0.06700003280206
Metropolitan,2004,"Yolo County",CA,us-ca-113,0.05900000771242
Metropolitan,2004,"Yuba County",CA,us-ca-115,0.06400111711041
Metropolitan,2004,"Adams County",CO,us-co-001,0.05100011438312
Metropolitan,2004,"Arapahoe County",CO,us-co-005,0.05600006428784
Metropolitan,2004,"Boulder County",CO,us-co-013,0.04300000473725
Metropolitan,2004,"Broomfield County",CO,us-co-014,0.05500091872359
Metropolitan,2004,"Clear Creek County",CO,us-co-019,0.06
Metropolitan,2004,"Denver County",CO,us-co-031,0.04500002384234
Metropolitan,2004,"Douglas County",CO,us-co-035,0.045
Metropolitan,2004,"El Paso County",CO,us-co-041,0.05
Metropolitan,2004,"Elbert County",CO,us-co-039,0.05800139762404
Metropolitan,2004,"Gilpin County",CO,us-co-047,0.06200735680504
Metropolitan,2004,"Jefferson County",CO,us-co-059,0.05
Metropolitan,2004,"Larimer County",CO,us-co-069,0.04900013043958
Metropolitan,2004,"Mesa County",CO,us-co-077,0.05500031964541
Metropolitan,2004,"Park County",CO,us-co-093,0.05300183867615
Metropolitan,2004,"Pueblo County",CO,us-co-101,0.07200036975411
Metropolitan,2004,"Teller County",CO,us-co-119,0.05200076098675
Metropolitan,2004,"Weld County",CO,us-co-123,0.05
Metropolitan,2004,"District Of Columbia",DC,us-dc-001,0.07600003583956
Metropolitan,2004,"Kent County",DE,us-de-001,0.08400032836679
Metropolitan,2004,"New Castle County",DE,us-de-003,0.06800002143083
Metropolitan,2004,"Alachua County",FL,us-fl-001,0.0590003247616
Metropolitan,2004,"Baker County",FL,us-fl-003,0.062
Metropolitan,2004,"Bay County",FL,us-fl-005,0.07000025603605
Metropolitan,2004,"Brevard County",FL,us-fl-009,0.08100006778248
Metropolitan,2004,"Broward County",FL,us-fl-011,0.06800000310825
Metropolitan,2004,"Charlotte County",FL,us-fl-015,0.08900002333305
Metropolitan,2004,"Clay County",FL,us-fl-019,0.07300042137126
Metropolitan,2004,"Collier County",FL,us-fl-021,0.0740000087517
Metropolitan,2004,"Duval County",FL,us-fl-031,0.06600009491783
Metropolitan,2004,"Escambia County",FL,us-fl-033,0.07400016253849
Metropolitan,2004,"Gadsden County",FL,us-fl-039,0.07900069564165
Metropolitan,2004,"Gilchrist County",FL,us-fl-041,0.07300334562924
Metropolitan,2004,"Hernando County",FL,us-fl-053,0.07600040746337
Metropolitan,2004,"Hillsborough County",FL,us-fl-057,0.07300007469139
Metropolitan,2004,"Indian River County",FL,us-fl-061,0.08200014202672
Metropolitan,2004,"Jefferson County",FL,us-fl-065,0.07600180099054
Metropolitan,2004,"Lake County",FL,us-fl-069,0.09200037282864
Metropolitan,2004,"Lee County",FL,us-fl-071,0.07400010472066
Metropolitan,2004,"Leon County",FL,us-fl-073,0.06100026559561
Metropolitan,2004,"Manatee County",FL,us-fl-081,0.08300036725826
Metropolitan,2004,"Marion County",FL,us-fl-083,0.08500006728238
Metropolitan,2004,"Martin County",FL,us-fl-085,0.07400025835502
Metropolitan,2004,"Miami-Dade County",FL,us-fl-086,0.06700003817231
Metropolitan,2004,"Nassau County",FL,us-fl-089,0.06900002128973
Metropolitan,2004,"Okaloosa County",FL,us-fl-091,0.07000022342874
Metropolitan,2004,"Orange County",FL,us-fl-095,0.06300004054147
Metropolitan,2004,"Osceola County",FL,us-fl-097,0.068
Metropolitan,2004,"Palm Beach County",FL,us-fl-099,0.07800007630546
Metropolitan,2004,"Pasco County",FL,us-fl-101,0.07600020366858
Metropolitan,2004,"Pinellas County",FL,us-fl-103,0.07700004523206
Metropolitan,2004,"Polk County",FL,us-fl-105,0.08100009900939
Metropolitan,2004,"Santa Rosa County",FL,us-fl-113,0.0640000792448
Metropolitan,2004,"Sarasota County",FL,us-fl-115,0.07500017239834
Metropolitan,2004,"Seminole County",FL,us-fl-117,0.06100008304039
Metropolitan,2004,"St. Johns County",FL,us-fl-109,0.06500051869013
Metropolitan,2004,"St. Lucie County",FL,us-fl-111,0.08400032812628
Metropolitan,2004,"Volusia County",FL,us-fl-127,0.08900001895288
Metropolitan,2004,"Wakulla County",FL,us-fl-129,0.06800261162172
Metropolitan,2004,"Baker County",GA,us-ga-007,0.07500864154857
Metropolitan,2004,"Barrow County",GA,us-ga-013,0.06100077379417
Metropolitan,2004,"Bartow County",GA,us-ga-015,0.05600053065353
Metropolitan,2004,"Bibb County",GA,us-ga-021,0.08300012898233
Metropolitan,2004,"Brantley County",GA,us-ga-025,0.06600294985251
Metropolitan,2004,"Brooks County",GA,us-ga-027,0.08300327191321
Metropolitan,2004,"Bryan County",GA,us-ga-029,0.06300032898344
Metropolitan,2004,"Burke County",GA,us-ga-033,0.07600235463405
Metropolitan,2004,"Butts County",GA,us-ga-035,0.06300086302552
Metropolitan,2004,"Carroll County",GA,us-ga-045,0.06800022507315
Metropolitan,2004,"Catoosa County",GA,us-ga-047,0.06200014155283
Metropolitan,2004,"Chatham County",GA,us-ga-051,0.09000011721818
Metropolitan,2004,"Chattahoochee County",GA,us-ga-053,0.03700036010083
Metropolitan,2004,"Cherokee County",GA,us-ga-057,0.05800023424298
Metropolitan,2004,"Clarke County",GA,us-ga-059,0.05200009895357
Metropolitan,2004,"Clayton County",GA,us-ga-063,0.06900009012257
Metropolitan,2004,"Cobb County",GA,us-ga-067,0.06200004721851
Metropolitan,2004,"Columbia County",GA,us-ga-073,0.061000043242
Metropolitan,2004,"Coweta County",GA,us-ga-077,0.05700062227754
Metropolitan,2004,"Crawford County",GA,us-ga-079,0.06600331674959
Metropolitan,2004,"Dade County",GA,us-ga-083,0.06300034806822
Metropolitan,2004,"Dawson County",GA,us-ga-085,0.06000292697205
Metropolitan,2004,"Dekalb County",GA,us-ga-089,0.062000093641
Metropolitan,2004,"Dougherty County",GA,us-ga-095,0.098
Metropolitan,2004,"Douglas County",GA,us-ga-097,0.06200040303621
Metropolitan,2004,"Echols County",GA,us-ga-101,0.05400635368867
Metropolitan,2004,"Effingham County",GA,us-ga-103,0.06500098238261
Metropolitan,2004,"Fayette County",GA,us-ga-113,0.06700064369875
Metropolitan,2004,"Floyd County",GA,us-ga-115,0.0700002953599
Metropolitan,2004,"Forsyth County",GA,us-ga-117,0.0530004768823
Metropolitan,2004,"Fulton County",GA,us-ga-121,0.05900001518349
Metropolitan,2004,"Glynn County",GA,us-ga-127,0.08200023467751
Metropolitan,2004,"Gwinnett County",GA,us-ga-135,0.05800005050803
Metropolitan,2004,"Hall County",GA,us-ga-139,0.05300022306491
Metropolitan,2004,"Haralson County",GA,us-ga-143,0.06400040094221
Metropolitan,2004,"Harris County",GA,us-ga-145,0.06600133751736
Metropolitan,2004,"Heard County",GA,us-ga-149,0.06400305382364
Metropolitan,2004,"Henry County",GA,us-ga-151,0.05900036185157
Metropolitan,2004,"Houston County",GA,us-ga-153,0.07000023442811
Metropolitan,2004,"Jasper County",GA,us-ga-159,0.06800222593211
Metropolitan,2004,"Jones County",GA,us-ga-169,0.06900246437373
Metropolitan,2004,"Lamar County",GA,us-ga-171,0.07200338839475
Metropolitan,2004,"Lanier County",GA,us-ga-173,0.06601231716705
Metropolitan,2004,"Lee County",GA,us-ga-177,0.05900115030675
Metropolitan,2004,"Liberty County",GA,us-ga-179,0.05800145198092
Metropolitan,2004,"Long County",GA,us-ga-183,0.05500488622086
Metropolitan,2004,"Lowndes County",GA,us-ga-185,0.06700011803588
Metropolitan,2004,"Madison County",GA,us-ga-195,0.06500281286759
Metropolitan,2004,"Marion County",GA,us-ga-197,0.07200811359026
Metropolitan,2004,"Mcduffie County",GA,us-ga-189,0.07900026802466
Metropolitan,2004,"Mcintosh County",GA,us-ga-191,0.07600709399544
Metropolitan,2004,"Meriwether County",GA,us-ga-199,0.07400170961045
Metropolitan,2004,"Monroe County",GA,us-ga-207,0.07000236294896
Metropolitan,2004,"Murray County",GA,us-ga-213,0.05700097160747
Metropolitan,2004,"Muscogee County",GA,us-ga-215,0.07400049472805
Metropolitan,2004,"Newton County",GA,us-ga-217,0.05900014469686
Metropolitan,2004,"Oconee County",GA,us-ga-219,0.06100030373595
Metropolitan,2004,"Oglethorpe County",GA,us-ga-221,0.06900113624626
Metropolitan,2004,"Paulding County",GA,us-ga-223,0.04900004246104
Metropolitan,2004,"Pickens County",GA,us-ga-227,0.06800058705543
Metropolitan,2004,"Pike County",GA,us-ga-231,0.06300412260262
Metropolitan,2004,"Richmond County",GA,us-ga-245,0.08700030427286
Metropolitan,2004,"Rockdale County",GA,us-ga-247,0.06800007491058
Metropolitan,2004,"Spalding County",GA,us-ga-255,0.06500128645943
Metropolitan,2004,"Terrell County",GA,us-ga-273,0.0860031512605
Metropolitan,2004,"Twiggs County",GA,us-ga-289,0.0730031120332
Metropolitan,2004,"Walker County",GA,us-ga-295,0.06700004329567
Metropolitan,2004,"Walton County",GA,us-ga-297,0.064
Metropolitan,2004,"Whitfield County",GA,us-ga-313,0.05900021454623
Metropolitan,2004,"Worth County",GA,us-ga-321,0.072
Metropolitan,2004,"Honolulu County",HI,us-hi-003,0.07300007398605
Metropolitan,2004,"Benton County",IA,us-ia-011,0.06900345803207
Metropolitan,2004,"Black Hawk County",IA,us-ia-013,0.072
Metropolitan,2004,"Bremer County",IA,us-ia-017,0.06700313261399
Metropolitan,2004,"Dallas County",IA,us-ia-049,0.05600090324037
Metropolitan,2004,"Dubuque County",IA,us-ia-061,0.06800036990228
Metropolitan,2004,"Grundy County",IA,us-ia-075,0.07500273732618
Metropolitan,2004,"Guthrie County",IA,us-ia-077,0.069005985213
Metropolitan,2004,"Harrison County",IA,us-ia-085,0.08000350508237
Metropolitan,2004,"Johnson County",IA,us-ia-103,0.05200018350307
Metropolitan,2004,"Jones County",IA,us-ia-105,0.06900378639509
Metropolitan,2004,"Linn County",IA,us-ia-113,0.06800028026906
Metropolitan,2004,"Madison County",IA,us-ia-121,0.06400153757448
Metropolitan,2004,"Mills County",IA,us-ia-129,0.06800037569268
Metropolitan,2004,"Polk County",IA,us-ia-153,0.06500008921721
Metropolitan,2004,"Pottawattamie County",IA,us-ia-155,0.06700063588566
Metropolitan,2004,"Scott County",IA,us-ia-163,0.06800017662384
Metropolitan,2004,"Story County",IA,us-ia-169,0.049000771795
Metropolitan,2004,"Warren County",IA,us-ia-181,0.0660007963897
Metropolitan,2004,"Washington County",IA,us-ia-183,0.06800342985291
Metropolitan,2004,"Woodbury County",IA,us-ia-193,0.05800025395392
Metropolitan,2004,"Ada County",ID,us-id-001,0.05200008479427
Metropolitan,2004,"Bannock County",ID,us-id-005,0.077
Metropolitan,2004,"Boise County",ID,us-id-015,0.06800676310351
Metropolitan,2004,"Bonneville County",ID,us-id-019,0.07000101450746
Metropolitan,2004,"Canyon County",ID,us-id-027,0.07000038451186
Metropolitan,2004,"Franklin County",ID,us-id-041,0.06100013406623
Metropolitan,2004,"Gem County",ID,us-id-045,0.07200211770934
Metropolitan,2004,"Jefferson County",ID,us-id-051,0.068
Metropolitan,2004,"Kootenai County",ID,us-id-055,0.06200020770589
Metropolitan,2004,"Nez Perce County",ID,us-id-069,0.07000106492492
Metropolitan,2004,"Owyhee County",ID,us-id-073,0.06300841031297
Metropolitan,2004,"Power County",ID,us-id-077,0.069
Metropolitan,2004,"Bond County",IL,us-il-005,0.06500072223025
Metropolitan,2004,"Boone County",IL,us-il-007,0.05800030161363
Metropolitan,2004,"Calhoun County",IL,us-il-013,0.07401735579377
Metropolitan,2004,"Champaign County",IL,us-il-019,0.05200021058807
Metropolitan,2004,"Clinton County",IL,us-il-027,0.06600202391215
Metropolitan,2004,"Cook County",IL,us-il-031,0.06600001411145
Metropolitan,2004,"Dekalb County",IL,us-il-037,0.05500050899466
Metropolitan,2004,"Dupage County",IL,us-il-043,0.05800003646463
Metropolitan,2004,"Ford County",IL,us-il-053,0.07200544906101
Metropolitan,2004,"Grundy County",IL,us-il-063,0.05800127993533
Metropolitan,2004,"Henry County",IL,us-il-073,0.07100046104195
Metropolitan,2004,"Jersey County",IL,us-il-083,0.068
Metropolitan,2004,"Kane County",IL,us-il-089,0.04600006366791
Metropolitan,2004,"Kankakee County",IL,us-il-091,0.06700017159224
Metropolitan,2004,"Kendall County",IL,us-il-093,0.05500070617194
Metropolitan,2004,"Lake County",IL,us-il-097,0.05500008575006
Metropolitan,2004,"Macon County",IL,us-il-115,0.072
Metropolitan,2004,"Macoupin County",IL,us-il-117,0.07200022077492
Metropolitan,2004,"Madison County",IL,us-il-119,0.06400025004167
Metropolitan,2004,"Marshall County",IL,us-il-123,0.07100531262771
Metropolitan,2004,"Mchenry County",IL,us-il-111,0.06
Metropolitan,2004,"Mclean County",IL,us-il-113,0.055
Metropolitan,2004,"Menard County",IL,us-il-129,0.06600262697023
Metropolitan,2004,"Mercer County",IL,us-il-131,0.07200192647295
Metropolitan,2004,"Monroe County",IL,us-il-133,0.0620024018147
Metropolitan,2004,"Peoria County",IL,us-il-143,0.06900007650524
Metropolitan,2004,"Piatt County",IL,us-il-147,0.07200132264198
Metropolitan,2004,"Rock Island County",IL,us-il-161,0.07700029470272
Metropolitan,2004,"Sangamon County",IL,us-il-167,0.07400022705986
Metropolitan,2004,"St. Clair County",IL,us-il-163,0.07700033663159
Metropolitan,2004,"Stark County",IL,us-il-175,0.07301517484055
Metropolitan,2004,"Tazewell County",IL,us-il-179,0.06900062985513
Metropolitan,2004,"Vermilion County",IL,us-il-183,0.07500041657641
Metropolitan,2004,"Will County",IL,us-il-197,0.05300010026594
Metropolitan,2004,"Winnebago County",IL,us-il-201,0.07200015538205
Metropolitan,2004,"Woodford County",IL,us-il-203,0.0680019688766
Metropolitan,2004,"Allen County",IN,us-in-003,0.06300019234146
Metropolitan,2004,"Bartholomew County",IN,us-in-005,0.06400030385901
Metropolitan,2004,"Benton County",IN,us-in-007,0.06800497976969
Metropolitan,2004,"Boone County",IN,us-in-011,0.068
Metropolitan,2004,"Brown County",IN,us-in-013,0.06800348735833
Metropolitan,2004,"Carroll County",IN,us-in-015,0.07300163132137
Metropolitan,2004,"Clark County",IN,us-in-019,0.07300043468811
Metropolitan,2004,"Clay County",IN,us-in-021,0.06600268345546
Metropolitan,2004,"Dearborn County",IN,us-in-029,0.06500173030338
Metropolitan,2004,"Delaware County",IN,us-in-035,0.07000068616912
Metropolitan,2004,"Elkhart County",IN,us-in-039,0.05700016697785
Metropolitan,2004,"Floyd County",IN,us-in-043,0.07400138536135
Metropolitan,2004,"Franklin County",IN,us-in-047,0.06900362207625
Metropolitan,2004,"Gibson County",IN,us-in-051,0.07300235624819
Metropolitan,2004,"Greene County",IN,us-in-055,0.08200287297353
Metropolitan,2004,"Hamilton County",IN,us-in-057,0.05500019004903
Metropolitan,2004,"Hancock County",IN,us-in-059,0.06800127830533
Metropolitan,2004,"Harrison County",IN,us-in-061,0.06800106548955
Metropolitan,2004,"Hendricks County",IN,us-in-063,0.05400004620325
Metropolitan,2004,"Howard County",IN,us-in-067,0.0690003091995
Metropolitan,2004,"Jasper County",IN,us-in-073,0.06800234646451
Metropolitan,2004,"Johnson County",IN,us-in-081,0.05800051160566
Metropolitan,2004,"Lake County",IN,us-in-089,0.08800004605072
Metropolitan,2004,"Laporte County",IN,us-in-091,0.0660005752229
Metropolitan,2004,"Madison County",IN,us-in-095,0.07
Metropolitan,2004,"Marion County",IN,us-in-097,0.078
Metropolitan,2004,"Monroe County",IN,us-in-105,0.06000043165778
Metropolitan,2004,"Morgan County",IN,us-in-109,0.07100004053671
Metropolitan,2004,"Newton County",IN,us-in-111,0.06700247101312
Metropolitan,2004,"Ohio County",IN,us-in-115,0.06801299907149
Metropolitan,2004,"Owen County",IN,us-in-119,0.066
Metropolitan,2004,"Porter County",IN,us-in-127,0.05600007208376
Metropolitan,2004,"Posey County",IN,us-in-129,0.07600208224883
Metropolitan,2004,"Putnam County",IN,us-in-133,0.05700055340343
Metropolitan,2004,"Shelby County",IN,us-in-145,0.06300107316457
Metropolitan,2004,"St. Joseph County",IN,us-in-141,0.06900029192431
Metropolitan,2004,"Sullivan County",IN,us-in-153,0.06400196174595
Metropolitan,2004,"Tippecanoe County",IN,us-in-157,0.05800018048913
Metropolitan,2004,"Tipton County",IN,us-in-159,0.07200331812526
Metropolitan,2004,"Vanderburgh County",IN,us-in-163,0.07600028171439
Metropolitan,2004,"Vermillion County",IN,us-in-165,0.07000081586032
Metropolitan,2004,"Vigo County",IN,us-in-167,0.08
Metropolitan,2004,"Warrick County",IN,us-in-173,0.07000150973781
Metropolitan,2004,"Washington County",IN,us-in-175,0.062
Metropolitan,2004,"Wells County",IN,us-in-179,0.0720012025253
Metropolitan,2004,"Whitley County",IN,us-in-183,0.0650013078734
Metropolitan,2004,"Butler County",KS,us-ks-015,0.07300140252454
Metropolitan,2004,"Doniphan County",KS,us-ks-043,0.07300689411349
Metropolitan,2004,"Douglas County",KS,us-ks-045,0.04500050322061
Metropolitan,2004,"Franklin County",KS,us-ks-059,0.065
Metropolitan,2004,"Harvey County",KS,us-ks-079,0.07200099655359
Metropolitan,2004,"Jackson County",KS,us-ks-085,0.07000642260758
Metropolitan,2004,"Jefferson County",KS,us-ks-087,0.06900080403479
Metropolitan,2004,"Johnson County",KS,us-ks-091,0.05500008526264
Metropolitan,2004,"Leavenworth County",KS,us-ks-103,0.06500019437857
Metropolitan,2004,"Linn County",KS,us-ks-107,0.06900374116669
Metropolitan,2004,"Miami County",KS,us-ks-121,0.06800038015586
Metropolitan,2004,"Osage County",KS,us-ks-139,0.07200196592398
Metropolitan,2004,"Sedgwick County",KS,us-ks-173,0.064
Metropolitan,2004,"Shawnee County",KS,us-ks-177,0.06900028810141
Metropolitan,2004,"Sumner County",KS,us-ks-191,0.07600205256856
Metropolitan,2004,"Wabaunsee County",KS,us-ks-197,0.06700201207243
Metropolitan,2004,"Wyandotte County",KS,us-ks-209,0.07600026366093
Metropolitan,2004,"Boone County",KY,us-ky-015,0.05600011270463
Metropolitan,2004,"Bourbon County",KY,us-ky-017,0.0680013807387
Metropolitan,2004,"Boyd County",KY,us-ky-019,0.09300206373456
Metropolitan,2004,"Bracken County",KY,us-ky-023,0.07000470883692
Metropolitan,2004,"Bullitt County",KY,us-ky-029,0.06400080176388
Metropolitan,2004,"Campbell County",KY,us-ky-037,0.06700056700057
Metropolitan,2004,"Christian County",KY,us-ky-047,0.06600007751037
Metropolitan,2004,"Clark County",KY,us-ky-049,0.06100174630894
Metropolitan,2004,"Daviess County",KY,us-ky-059,0.07900114861942
Metropolitan,2004,"Edmonson County",KY,us-ky-061,0.0710065894115
Metropolitan,2004,"Fayette County",KY,us-ky-067,0.06300028251248
Metropolitan,2004,"Gallatin County",KY,us-ky-077,0.06300884955752
Metropolitan,2004,"Grant County",KY,us-ky-081,0.06300005926628
Metropolitan,2004,"Greenup County",KY,us-ky-089,0.1030006079897
Metropolitan,2004,"Hancock County",KY,us-ky-091,0.06400527878588
Metropolitan,2004,"Hardin County",KY,us-ky-093,0.07600017974028
Metropolitan,2004,"Henderson County",KY,us-ky-101,0.06000118990957
Metropolitan,2004,"Henry County",KY,us-ky-103,0.06500351370344
Metropolitan,2004,"Jefferson County",KY,us-ky-111,0.07500009744575
Metropolitan,2004,"Jessamine County",KY,us-ky-113,0.06200086158333
Metropolitan,2004,"Kenton County",KY,us-ky-117,0.06700035687161
Metropolitan,2004,"Larue County",KY,us-ky-123,0.06500607533414
Metropolitan,2004,"Mclean County",KY,us-ky-149,0.07300672430355
Metropolitan,2004,"Meade County",KY,us-ky-163,0.06
Metropolitan,2004,"Nelson County",KY,us-ky-179,0.05700097915792
Metropolitan,2004,"Oldham County",KY,us-ky-185,0.05400053518865
Metropolitan,2004,"Pendleton County",KY,us-ky-191,0.063003315964
Metropolitan,2004,"Scott County",KY,us-ky-209,0.05700026267402
Metropolitan,2004,"Shelby County",KY,us-ky-211,0.06100226073851
Metropolitan,2004,"Spencer County",KY,us-ky-215,0.05600152905199
Metropolitan,2004,"Trigg County",KY,us-ky-221,0.07000101450746
Metropolitan,2004,"Trimble County",KY,us-ky-223,0.06300560049782
Metropolitan,2004,"Warren County",KY,us-ky-227,0.06200016719146
Metropolitan,2004,"Webster County",KY,us-ky-233,0.06900181835582
Metropolitan,2004,"Woodford County",KY,us-ky-239,0.065
Metropolitan,2004,"Ascension Parish",LA,us-la-005,0.06700095837897
Metropolitan,2004,"Bossier Parish",LA,us-la-015,0.06800077715174
Metropolitan,2004,"Caddo Parish",LA,us-la-017,0.08300028667307
Metropolitan,2004,"Calcasieu Parish",LA,us-la-019,0.07500038453848
Metropolitan,2004,"Cameron Parish",LA,us-la-023,0.06000284373667
Metropolitan,2004,"De Soto Parish",LA,us-la-031,0.06700158357451
Metropolitan,2004,"East Baton Rouge Parish",LA,us-la-033,0.07100016602562
Metropolitan,2004,"East Feliciana Parish",LA,us-la-037,0.07100317628375
Metropolitan,2004,"Grant Parish",LA,us-la-043,0.07500186386342
Metropolitan,2004,"Iberville Parish",LA,us-la-047,0.07000211999152
